sample_id,sample_date,chemical,chem_conc,rolling_avg
Q2,1991-07-02,no3_n,245,NA
Q2,1991-07-09,k,1.15,NA
Q2,1991-07-09,mg,3,NA
Q2,1991-07-09,ca,3.15,NA
Q2,1991-07-09,nh4_n,NA,NA
Q2,1991-07-09,no3_n,118,NA
Q2,1991-07-16,k,1.25,NA
Q2,1991-07-16,mg,3.18,NA
Q2,1991-07-16,ca,7.02,NA
Q2,1991-07-16,nh4_n,NA,NA
Q2,1991-07-16,no3_n,NA,NA
Q2,1991-07-23,k,0.72,NA
Q2,1991-07-23,mg,2.19,NA
Q2,1991-07-23,ca,7.08,NA
Q2,1991-07-23,nh4_n,NA,NA
Q2,1991-07-23,no3_n,10,NA
Q2,1991-07-30,k,0.8,NA
Q2,1991-07-30,mg,2.94,NA
Q2,1991-07-30,ca,6.91,NA
Q2,1991-07-30,nh4_n,NA,NA
Q2,1991-07-30,no3_n,10,NA
Q2,1991-08-06,k,0.93,NA
Q2,1991-08-06,mg,3.87,NA
Q2,1991-08-06,ca,6.71,NA
Q2,1991-08-06,nh4_n,NA,NA
Q2,1991-08-06,no3_n,134,NA
Q2,1991-08-13,k,0.89,NA
Q2,1991-08-13,mg,4.15,NA
Q2,1991-08-13,ca,6.94,NA
Q2,1991-08-13,nh4_n,NA,NA
Q2,1991-08-13,no3_n,10,NA
Q2,1991-08-20,k,0.9,NA
Q2,1991-08-20,mg,3.94,NA
Q2,1991-08-20,ca,7.63,NA
Q2,1991-08-20,nh4_n,NA,NA
Q2,1991-08-20,no3_n,10,NA
Q2,1991-08-27,k,1.34,NA
Q2,1991-08-27,mg,3.19,NA
Q2,1991-08-27,ca,6.22,NA
Q2,1991-08-27,nh4_n,NA,NA
Q2,1991-08-27,no3_n,26,NA
Q2,1991-08-27,k,1.49,NA
Q2,1991-08-27,mg,0.4,NA
Q2,1991-08-27,ca,0.92,NA
Q2,1991-08-27,nh4_n,NA,NA
Q2,1991-08-27,no3_n,17,NA
Q2,1991-09-03,k,2.78,NA
Q2,1991-09-03,mg,3.88,NA
Q2,1991-09-03,ca,9.01,NA
Q2,1991-09-03,nh4_n,NA,NA
Q2,1991-09-03,no3_n,128,NA
Q2,1991-09-10,k,1.63,NA
Q2,1991-09-10,mg,3.99,NA
Q2,1991-09-10,ca,8.27,NA
Q2,1991-09-10,nh4_n,NA,NA
Q2,1991-09-10,no3_n,137,NA
Q2,1991-09-17,k,1.23,NA
Q2,1991-09-17,mg,3.02,NA
Q2,1991-09-17,ca,5.67,NA
Q2,1991-09-17,nh4_n,NA,NA
Q2,1991-09-17,no3_n,120,NA
Q2,1991-09-24,k,1.26,NA
Q2,1991-09-24,mg,3.34,NA
Q2,1991-09-24,ca,7,NA
Q2,1991-09-24,nh4_n,NA,NA
Q2,1991-09-24,no3_n,73,NA
Q2,1991-10-01,k,1.22,NA
Q2,1991-10-01,mg,2.46,NA
Q2,1991-10-01,ca,5.18,NA
Q2,1991-10-01,nh4_n,NA,NA
Q2,1991-10-01,no3_n,122,NA
Q2,1991-10-08,k,1.1,NA
Q2,1991-10-08,mg,2.95,NA
Q2,1991-10-08,ca,5.43,NA
Q2,1991-10-08,nh4_n,NA,NA
Q2,1991-10-08,no3_n,125,NA
Q2,1991-10-15,k,1.25,NA
Q2,1991-10-15,mg,2.69,NA
Q2,1991-10-15,ca,4.94,NA
Q2,1991-10-15,nh4_n,NA,NA
Q2,1991-10-15,no3_n,124,NA
Q2,1991-10-22,k,1.13,NA
Q2,1991-10-22,mg,2.96,NA
Q2,1991-10-22,ca,4.78,NA
Q2,1991-10-22,nh4_n,NA,NA
Q2,1991-10-22,no3_n,117,NA
Q2,1991-10-29,k,1.05,NA
Q2,1991-10-29,mg,2.87,NA
Q2,1991-10-29,ca,4.84,NA
Q2,1991-10-29,nh4_n,NA,NA
Q2,1991-10-29,no3_n,38,NA
Q2,1991-11-05,k,0.74,NA
Q2,1991-11-05,mg,2.93,NA
Q2,1991-11-05,ca,3.31,NA
Q2,1991-11-05,nh4_n,NA,NA
Q2,1991-11-05,no3_n,156,NA
Q2,1991-11-07,k,1.62,NA
Q2,1991-11-07,mg,1.47,NA
Q2,1991-11-07,ca,2.38,NA
Q2,1991-11-07,nh4_n,NA,NA
Q2,1991-11-07,no3_n,199,NA
Q2,1991-11-08,k,1.54,NA
Q2,1991-11-08,mg,1.65,NA
Q2,1991-11-08,ca,2.47,NA
Q2,1991-11-08,nh4_n,NA,NA
Q2,1991-11-08,no3_n,283,NA
Q2,1991-11-12,k,1.43,NA
Q2,1991-11-12,mg,3.02,NA
Q2,1991-11-12,ca,5.32,NA
Q2,1991-11-12,nh4_n,NA,NA
Q2,1991-11-12,no3_n,399,NA
Q2,1991-11-18,k,1.74,NA
Q2,1991-11-18,mg,3.56,NA
Q2,1991-11-18,ca,7.67,NA
Q2,1991-11-18,nh4_n,NA,NA
Q2,1991-11-18,no3_n,262,NA
Q2,1991-11-22,k,1.3,NA
Q2,1991-11-22,mg,1.46,NA
Q2,1991-11-22,ca,2.43,NA
Q2,1991-11-22,nh4_n,NA,NA
Q2,1991-11-22,no3_n,152,NA
Q2,1991-11-26,k,1.36,NA
Q2,1991-11-26,mg,3.1,NA
Q2,1991-11-26,ca,5.55,NA
Q2,1991-11-26,nh4_n,NA,NA
Q2,1991-11-26,no3_n,286,NA
Q2,1991-12-03,k,1.03,NA
Q2,1991-12-03,mg,2.72,NA
Q2,1991-12-03,ca,4.14,NA
Q2,1991-12-03,nh4_n,NA,NA
Q2,1991-12-03,no3_n,10,NA
Q2,1991-12-10,k,1.15,NA
Q2,1991-12-10,mg,3.1,NA
Q2,1991-12-10,ca,6.17,NA
Q2,1991-12-10,nh4_n,NA,NA
Q2,1991-12-10,no3_n,431,NA
Q2,1991-12-17,k,1.18,NA
Q2,1991-12-17,mg,3.17,NA
Q2,1991-12-17,ca,5.8,NA
Q2,1991-12-17,nh4_n,NA,NA
Q2,1991-12-17,no3_n,320,NA
Q2,1991-12-23,k,1.28,NA
Q2,1991-12-23,mg,3.24,NA
Q2,1991-12-23,ca,7.03,NA
Q2,1991-12-23,nh4_n,NA,NA
Q2,1991-12-23,no3_n,294,NA
Q2,1991-12-30,k,0.91,NA
Q2,1991-12-30,mg,3.62,NA
Q2,1991-12-30,ca,5.46,NA
Q2,1991-12-30,nh4_n,NA,NA
Q2,1991-12-30,no3_n,196,NA
Q2,1992-01-07,k,1.37,NA
Q2,1992-01-07,mg,2.32,NA
Q2,1992-01-07,ca,4.66,NA
Q2,1992-01-07,nh4_n,NA,NA
Q2,1992-01-07,no3_n,451,NA
Q2,1992-01-14,k,1.24,NA
Q2,1992-01-14,mg,2.92,NA
Q2,1992-01-14,ca,6.33,NA
Q2,1992-01-14,nh4_n,NA,NA
Q2,1992-01-14,no3_n,374,NA
Q2,1992-01-21,k,1.27,NA
Q2,1992-01-21,mg,3.27,NA
Q2,1992-01-21,ca,6.91,NA
Q2,1992-01-21,nh4_n,NA,NA
Q2,1992-01-21,no3_n,303,NA
Q2,1992-01-28,k,1.35,NA
Q2,1992-01-28,mg,3.26,NA
Q2,1992-01-28,ca,7.19,NA
Q2,1992-01-28,nh4_n,NA,NA
Q2,1992-01-28,no3_n,300,NA
Q2,1992-02-04,k,1.47,NA
Q2,1992-02-04,mg,2.23,NA
Q2,1992-02-04,ca,3.42,NA
Q2,1992-02-04,nh4_n,NA,NA
Q2,1992-02-04,no3_n,469,NA
Q2,1992-02-06,k,1.72,NA
Q2,1992-02-06,mg,2.35,NA
Q2,1992-02-06,ca,5.4,NA
Q2,1992-02-06,nh4_n,NA,NA
Q2,1992-02-06,no3_n,207,NA
Q2,1992-02-11,k,1.16,NA
Q2,1992-02-11,mg,3.03,NA
Q2,1992-02-11,ca,6.02,NA
Q2,1992-02-11,nh4_n,NA,NA
Q2,1992-02-11,no3_n,19,NA
Q2,1992-02-18,k,1.24,NA
Q2,1992-02-18,mg,3.32,NA
Q2,1992-02-18,ca,7.07,NA
Q2,1992-02-18,nh4_n,NA,NA
Q2,1992-02-18,no3_n,236,NA
Q2,1992-02-25,k,1.17,NA
Q2,1992-02-25,mg,3.28,NA
Q2,1992-02-25,ca,7.58,NA
Q2,1992-02-25,nh4_n,NA,NA
Q2,1992-02-25,no3_n,207,NA
Q2,1992-03-03,k,0.82,NA
Q2,1992-03-03,mg,3.24,NA
Q2,1992-03-03,ca,5.31,NA
Q2,1992-03-03,nh4_n,NA,NA
Q2,1992-03-03,no3_n,10,NA
Q2,1992-03-10,k,1.23,NA
Q2,1992-03-10,mg,2.86,NA
Q2,1992-03-10,ca,6.44,NA
Q2,1992-03-10,nh4_n,NA,NA
Q2,1992-03-10,no3_n,92,NA
Q2,1992-03-17,k,1.43,NA
Q2,1992-03-17,mg,3,NA
Q2,1992-03-17,ca,6.2,NA
Q2,1992-03-17,nh4_n,NA,NA
Q2,1992-03-17,no3_n,180,NA
Q2,1992-03-24,k,1.25,NA
Q2,1992-03-24,mg,3.12,NA
Q2,1992-03-24,ca,6.17,NA
Q2,1992-03-24,nh4_n,NA,NA
Q2,1992-03-24,no3_n,NA,NA
Q2,1992-04-01,k,1.35,NA
Q2,1992-04-01,mg,2.77,NA
Q2,1992-04-01,ca,5.28,NA
Q2,1992-04-01,nh4_n,NA,NA
Q2,1992-04-01,no3_n,126,NA
Q2,1992-04-07,k,1.02,NA
Q2,1992-04-07,mg,3.34,NA
Q2,1992-04-07,ca,5.63,NA
Q2,1992-04-07,nh4_n,NA,NA
Q2,1992-04-07,no3_n,68,NA
Q2,1992-04-14,k,0.78,NA
Q2,1992-04-14,mg,3.35,NA
Q2,1992-04-14,ca,3.94,NA
Q2,1992-04-14,nh4_n,NA,NA
Q2,1992-04-14,no3_n,11,NA
Q2,1992-04-21,k,1.05,NA
Q2,1992-04-21,mg,3.13,NA
Q2,1992-04-21,ca,6.12,NA
Q2,1992-04-21,nh4_n,NA,NA
Q2,1992-04-21,no3_n,11,NA
Q2,1992-04-28,k,1.16,NA
Q2,1992-04-28,mg,3.09,NA
Q2,1992-04-28,ca,6.32,NA
Q2,1992-04-28,nh4_n,NA,NA
Q2,1992-04-28,no3_n,27,NA
Q2,1992-05-05,k,1.12,NA
Q2,1992-05-05,mg,2.12,NA
Q2,1992-05-05,ca,4.2,NA
Q2,1992-05-05,nh4_n,NA,NA
Q2,1992-05-05,no3_n,353,NA
Q2,1992-05-12,k,1.21,NA
Q2,1992-05-12,mg,2.9,NA
Q2,1992-05-12,ca,6.35,NA
Q2,1992-05-12,nh4_n,NA,NA
Q2,1992-05-12,no3_n,276,NA
Q2,1992-05-19,k,1.36,NA
Q2,1992-05-19,mg,2.56,NA
Q2,1992-05-19,ca,6.28,NA
Q2,1992-05-19,nh4_n,NA,NA
Q2,1992-05-19,no3_n,209,NA
Q2,1992-05-26,k,1.35,NA
Q2,1992-05-26,mg,2.42,NA
Q2,1992-05-26,ca,4.98,NA
Q2,1992-05-26,nh4_n,NA,NA
Q2,1992-05-26,no3_n,NA,NA
Q2,1992-06-02,k,1.16,NA
Q2,1992-06-02,mg,1.47,NA
Q2,1992-06-02,ca,3.14,NA
Q2,1992-06-02,nh4_n,NA,NA
Q2,1992-06-02,no3_n,43,NA
Q2,1992-06-09,k,1.43,NA
Q2,1992-06-09,mg,3.28,NA
Q2,1992-06-09,ca,6.77,NA
Q2,1992-06-09,nh4_n,NA,NA
Q2,1992-06-09,no3_n,26,NA
Q2,1992-06-16,k,1.32,NA
Q2,1992-06-16,mg,2.11,NA
Q2,1992-06-16,ca,4.56,NA
Q2,1992-06-16,nh4_n,NA,NA
Q2,1992-06-16,no3_n,28,NA
Q2,1992-06-23,k,1.11,NA
Q2,1992-06-23,mg,2.39,NA
Q2,1992-06-23,ca,4.56,NA
Q2,1992-06-23,nh4_n,NA,NA
Q2,1992-06-23,no3_n,37,NA
Q2,1992-06-30,k,1.29,NA
Q2,1992-06-30,mg,3.8,NA
Q2,1992-06-30,ca,7.8,NA
Q2,1992-06-30,nh4_n,NA,NA
Q2,1992-06-30,no3_n,29,NA
Q2,1992-07-07,k,1.23,NA
Q2,1992-07-07,mg,3.42,NA
Q2,1992-07-07,ca,7.2,NA
Q2,1992-07-07,nh4_n,NA,NA
Q2,1992-07-07,no3_n,28,NA
Q2,1992-07-14,k,1.23,NA
Q2,1992-07-14,mg,3.72,NA
Q2,1992-07-14,ca,7.76,NA
Q2,1992-07-14,nh4_n,NA,NA
Q2,1992-07-14,no3_n,42,NA
Q2,1992-07-21,k,1.21,NA
Q2,1992-07-21,mg,3.43,NA
Q2,1992-07-21,ca,6.86,NA
Q2,1992-07-21,nh4_n,NA,NA
Q2,1992-07-21,no3_n,142,NA
Q2,1992-07-28,k,1.36,NA
Q2,1992-07-28,mg,3.27,NA
Q2,1992-07-28,ca,7.05,NA
Q2,1992-07-28,nh4_n,NA,NA
Q2,1992-07-28,no3_n,147,NA
Q2,1992-08-04,k,1.24,NA
Q2,1992-08-04,mg,3.35,NA
Q2,1992-08-04,ca,7.2,NA
Q2,1992-08-04,nh4_n,NA,NA
Q2,1992-08-04,no3_n,193,NA
Q2,1992-08-11,k,1.38,NA
Q2,1992-08-11,mg,1.99,NA
Q2,1992-08-11,ca,4.42,NA
Q2,1992-08-11,nh4_n,NA,NA
Q2,1992-08-11,no3_n,26,NA
Q2,1992-08-18,k,1.03,NA
Q2,1992-08-18,mg,3.46,NA
Q2,1992-08-18,ca,7.32,NA
Q2,1992-08-18,nh4_n,NA,NA
Q2,1992-08-18,no3_n,170,NA
Q2,1992-08-25,k,1.1,NA
Q2,1992-08-25,mg,2.9,NA
Q2,1992-08-25,ca,6.31,NA
Q2,1992-08-25,nh4_n,NA,NA
Q2,1992-08-25,no3_n,197,NA
Q2,1992-09-01,k,1.39,NA
Q2,1992-09-01,mg,4.16,NA
Q2,1992-09-01,ca,8.16,NA
Q2,1992-09-01,nh4_n,NA,NA
Q2,1992-09-01,no3_n,10,NA
Q2,1992-09-08,k,1.39,NA
Q2,1992-09-08,mg,2.5,NA
Q2,1992-09-08,ca,5.7,NA
Q2,1992-09-08,nh4_n,NA,NA
Q2,1992-09-08,no3_n,10,NA
Q2,1992-09-15,k,1.06,NA
Q2,1992-09-15,mg,3.15,NA
Q2,1992-09-15,ca,6.47,NA
Q2,1992-09-15,nh4_n,NA,NA
Q2,1992-09-15,no3_n,10,NA
Q2,1992-09-22,k,1.43,NA
Q2,1992-09-22,mg,2.96,NA
Q2,1992-09-22,ca,6.71,NA
Q2,1992-09-22,nh4_n,NA,NA
Q2,1992-09-22,no3_n,10,NA
Q2,1992-09-29,k,1.44,NA
Q2,1992-09-29,mg,2.89,NA
Q2,1992-09-29,ca,5.71,NA
Q2,1992-09-29,nh4_n,NA,NA
Q2,1992-09-29,no3_n,91,NA
Q2,1992-10-06,k,1.12,NA
Q2,1992-10-06,mg,3.14,NA
Q2,1992-10-06,ca,6.5,NA
Q2,1992-10-06,nh4_n,NA,NA
Q2,1992-10-06,no3_n,234,NA
Q2,1992-10-13,k,1.27,NA
Q2,1992-10-13,mg,3.31,NA
Q2,1992-10-13,ca,6.92,NA
Q2,1992-10-13,nh4_n,NA,NA
Q2,1992-10-13,no3_n,8,NA
Q2,1992-10-20,k,1.13,NA
Q2,1992-10-20,mg,3.12,NA
Q2,1992-10-20,ca,6.86,NA
Q2,1992-10-20,nh4_n,NA,NA
Q2,1992-10-20,no3_n,NA,NA
Q2,1992-10-27,k,1.18,NA
Q2,1992-10-27,mg,3.26,NA
Q2,1992-10-27,ca,6.74,NA
Q2,1992-10-27,nh4_n,NA,NA
Q2,1992-10-27,no3_n,20,NA
Q2,1992-11-03,k,1.28,NA
Q2,1992-11-03,mg,2.79,NA
Q2,1992-11-03,ca,6.02,NA
Q2,1992-11-03,nh4_n,NA,NA
Q2,1992-11-03,no3_n,33,NA
Q2,1992-11-10,k,1.41,NA
Q2,1992-11-10,mg,2.24,NA
Q2,1992-11-10,ca,4.76,NA
Q2,1992-11-10,nh4_n,NA,NA
Q2,1992-11-10,no3_n,29,NA
Q2,1992-11-17,k,0.42,NA
Q2,1992-11-17,mg,1,NA
Q2,1992-11-17,ca,3.38,NA
Q2,1992-11-17,nh4_n,NA,NA
Q2,1992-11-17,no3_n,35,NA
Q2,1992-11-24,k,1.41,NA
Q2,1992-11-24,mg,2.87,NA
Q2,1992-11-24,ca,6.28,NA
Q2,1992-11-24,nh4_n,NA,NA
Q2,1992-11-24,no3_n,7,NA
Q2,1992-12-01,k,1.42,NA
Q2,1992-12-01,mg,2.92,NA
Q2,1992-12-01,ca,5.69,NA
Q2,1992-12-01,nh4_n,NA,NA
Q2,1992-12-01,no3_n,16,NA
Q2,1992-12-08,k,1.26,NA
Q2,1992-12-08,mg,3.06,NA
Q2,1992-12-08,ca,6.44,NA
Q2,1992-12-08,nh4_n,NA,NA
Q2,1992-12-08,no3_n,18,NA
Q2,1992-12-15,k,1.02,NA
Q2,1992-12-15,mg,3.07,NA
Q2,1992-12-15,ca,7.22,NA
Q2,1992-12-15,nh4_n,NA,NA
Q2,1992-12-15,no3_n,326,NA
Q2,1992-12-22,k,NA,NA
Q2,1992-12-22,mg,NA,NA
Q2,1992-12-22,ca,NA,NA
Q2,1992-12-22,nh4_n,NA,NA
Q2,1992-12-22,no3_n,NA,NA
Q2,1992-12-22,k,1.41,NA
Q2,1992-12-22,mg,2.6,NA
Q2,1992-12-22,ca,5.72,NA
Q2,1992-12-22,nh4_n,NA,NA
Q2,1992-12-22,no3_n,NA,NA
Q2,1992-12-29,k,1.3,NA
Q2,1992-12-29,mg,2.89,NA
Q2,1992-12-29,ca,5.74,NA
Q2,1992-12-29,nh4_n,NA,NA
Q2,1992-12-29,no3_n,NA,NA
Q2,1993-01-05,k,1.44,NA
Q2,1993-01-05,mg,3.72,NA
Q2,1993-01-05,ca,7.41,NA
Q2,1993-01-05,nh4_n,NA,NA
Q2,1993-01-05,no3_n,NA,NA
Q2,1993-01-12,k,1.17,NA
Q2,1993-01-12,mg,2.92,NA
Q2,1993-01-12,ca,6.13,NA
Q2,1993-01-12,nh4_n,NA,NA
Q2,1993-01-12,no3_n,NA,NA
Q2,1993-01-19,k,1.13,NA
Q2,1993-01-19,mg,3.13,NA
Q2,1993-01-19,ca,6.47,NA
Q2,1993-01-19,nh4_n,NA,NA
Q2,1993-01-19,no3_n,NA,NA
Q2,1993-01-26,k,1.21,NA
Q2,1993-01-26,mg,2.99,NA
Q2,1993-01-26,ca,5.74,NA
Q2,1993-01-26,nh4_n,NA,NA
Q2,1993-01-26,no3_n,NA,NA
Q2,1993-02-02,k,1.17,NA
Q2,1993-02-02,mg,2.91,NA
Q2,1993-02-02,ca,6.24,NA
Q2,1993-02-02,nh4_n,NA,NA
Q2,1993-02-02,no3_n,NA,NA
Q2,1993-02-09,k,1.12,NA
Q2,1993-02-09,mg,3.07,NA
Q2,1993-02-09,ca,5.91,NA
Q2,1993-02-09,nh4_n,NA,NA
Q2,1993-02-09,no3_n,NA,NA
Q2,1993-02-16,k,1.51,NA
Q2,1993-02-16,mg,3.67,NA
Q2,1993-02-16,ca,8.09,NA
Q2,1993-02-16,nh4_n,NA,NA
Q2,1993-02-16,no3_n,NA,NA
Q2,1993-02-23,k,1.47,NA
Q2,1993-02-23,mg,3.09,NA
Q2,1993-02-23,ca,6.27,NA
Q2,1993-02-23,nh4_n,NA,NA
Q2,1993-02-23,no3_n,NA,NA
Q2,1993-03-02,k,1.21,NA
Q2,1993-03-02,mg,3.13,NA
Q2,1993-03-02,ca,6.15,NA
Q2,1993-03-02,nh4_n,NA,NA
Q2,1993-03-02,no3_n,135,NA
Q2,1993-03-09,k,0.94,NA
Q2,1993-03-09,mg,3.11,NA
Q2,1993-03-09,ca,6.36,NA
Q2,1993-03-09,nh4_n,NA,NA
Q2,1993-03-09,no3_n,220,NA
Q2,1993-03-16,k,1,NA
Q2,1993-03-16,mg,2.82,NA
Q2,1993-03-16,ca,5.29,NA
Q2,1993-03-16,nh4_n,NA,NA
Q2,1993-03-16,no3_n,183,NA
Q2,1993-03-23,k,2.36,NA
Q2,1993-03-23,mg,3.14,NA
Q2,1993-03-23,ca,5.93,NA
Q2,1993-03-23,nh4_n,NA,NA
Q2,1993-03-23,no3_n,NA,NA
Q2,1993-03-30,k,1.53,NA
Q2,1993-03-30,mg,4.6,NA
Q2,1993-03-30,ca,10,NA
Q2,1993-03-30,nh4_n,NA,NA
Q2,1993-03-30,no3_n,NA,NA
Q2,1993-04-06,k,1.28,NA
Q2,1993-04-06,mg,3.5,NA
Q2,1993-04-06,ca,7.7,NA
Q2,1993-04-06,nh4_n,NA,NA
Q2,1993-04-06,no3_n,44,NA
Q2,1993-04-13,k,1.23,NA
Q2,1993-04-13,mg,3.56,NA
Q2,1993-04-13,ca,7.47,NA
Q2,1993-04-13,nh4_n,NA,NA
Q2,1993-04-13,no3_n,93,NA
Q2,1993-04-20,k,1.29,NA
Q2,1993-04-20,mg,3.02,NA
Q2,1993-04-20,ca,6.54,NA
Q2,1993-04-20,nh4_n,NA,NA
Q2,1993-04-20,no3_n,67,NA
Q2,1993-04-27,k,0.97,NA
Q2,1993-04-27,mg,3.27,NA
Q2,1993-04-27,ca,3.08,NA
Q2,1993-04-27,nh4_n,NA,NA
Q2,1993-04-27,no3_n,36,NA
Q2,1993-05-04,k,1.14,NA
Q2,1993-05-04,mg,2.17,NA
Q2,1993-05-04,ca,4.76,NA
Q2,1993-05-04,nh4_n,NA,NA
Q2,1993-05-04,no3_n,365,NA
Q2,1993-05-11,k,1.39,NA
Q2,1993-05-11,mg,2.33,NA
Q2,1993-05-11,ca,4.33,NA
Q2,1993-05-11,nh4_n,NA,NA
Q2,1993-05-11,no3_n,12,NA
Q2,1993-05-18,k,1.28,NA
Q2,1993-05-18,mg,2.5,NA
Q2,1993-05-18,ca,5.1,NA
Q2,1993-05-18,nh4_n,NA,NA
Q2,1993-05-18,no3_n,NA,NA
Q2,1993-05-25,k,1.6,NA
Q2,1993-05-25,mg,2.45,NA
Q2,1993-05-25,ca,5.66,NA
Q2,1993-05-25,nh4_n,NA,NA
Q2,1993-05-25,no3_n,12,NA
Q2,1993-06-01,k,1.21,NA
Q2,1993-06-01,mg,2.82,NA
Q2,1993-06-01,ca,6.01,NA
Q2,1993-06-01,nh4_n,NA,NA
Q2,1993-06-01,no3_n,44,NA
Q2,1993-06-08,k,1.73,NA
Q2,1993-06-08,mg,3.73,NA
Q2,1993-06-08,ca,8.04,NA
Q2,1993-06-08,nh4_n,NA,NA
Q2,1993-06-08,no3_n,89,NA
Q2,1993-06-15,k,1.28,NA
Q2,1993-06-15,mg,2.8,NA
Q2,1993-06-15,ca,5.77,NA
Q2,1993-06-15,nh4_n,NA,NA
Q2,1993-06-15,no3_n,38,NA
Q2,1993-06-15,k,NA,NA
Q2,1993-06-15,mg,NA,NA
Q2,1993-06-15,ca,NA,NA
Q2,1993-06-15,nh4_n,NA,NA
Q2,1993-06-15,no3_n,NA,NA
Q2,1993-06-22,k,2.31,NA
Q2,1993-06-22,mg,3.71,NA
Q2,1993-06-22,ca,7.65,NA
Q2,1993-06-22,nh4_n,NA,NA
Q2,1993-06-22,no3_n,186,NA
Q2,1993-06-29,k,1.27,NA
Q2,1993-06-29,mg,3.23,NA
Q2,1993-06-29,ca,6.32,NA
Q2,1993-06-29,nh4_n,NA,NA
Q2,1993-06-29,no3_n,14,NA
Q2,1993-07-06,k,1.15,NA
Q2,1993-07-06,mg,3.08,NA
Q2,1993-07-06,ca,6.66,NA
Q2,1993-07-06,nh4_n,NA,NA
Q2,1993-07-06,no3_n,187,NA
Q2,1993-07-13,k,1.34,NA
Q2,1993-07-13,mg,2.78,NA
Q2,1993-07-13,ca,5.91,NA
Q2,1993-07-13,nh4_n,NA,NA
Q2,1993-07-13,no3_n,NA,NA
Q2,1993-07-20,k,2.29,NA
Q2,1993-07-20,mg,5.05,NA
Q2,1993-07-20,ca,11.08,NA
Q2,1993-07-20,nh4_n,NA,NA
Q2,1993-07-20,no3_n,NA,NA
Q2,1993-07-27,k,1.29,NA
Q2,1993-07-27,mg,1.52,NA
Q2,1993-07-27,ca,6.31,NA
Q2,1993-07-27,nh4_n,NA,NA
Q2,1993-07-27,no3_n,NA,NA
Q2,1993-08-03,k,1.18,NA
Q2,1993-08-03,mg,3.18,NA
Q2,1993-08-03,ca,6.67,NA
Q2,1993-08-03,nh4_n,NA,NA
Q2,1993-08-03,no3_n,NA,NA
Q2,1993-08-10,k,1.3,NA
Q2,1993-08-10,mg,3.12,NA
Q2,1993-08-10,ca,6.83,NA
Q2,1993-08-10,nh4_n,NA,NA
Q2,1993-08-10,no3_n,52,NA
Q2,1993-08-17,k,1.34,NA
Q2,1993-08-17,mg,3.24,NA
Q2,1993-08-17,ca,7.03,NA
Q2,1993-08-17,nh4_n,NA,NA
Q2,1993-08-17,no3_n,6,NA
Q2,1993-08-24,k,1.62,NA
Q2,1993-08-24,mg,3.99,NA
Q2,1993-08-24,ca,8.37,NA
Q2,1993-08-24,nh4_n,NA,NA
Q2,1993-08-24,no3_n,NA,NA
Q2,1993-08-31,k,1.33,NA
Q2,1993-08-31,mg,2.69,NA
Q2,1993-08-31,ca,5.94,NA
Q2,1993-08-31,nh4_n,NA,NA
Q2,1993-08-31,no3_n,7,NA
Q2,1993-09-07,k,1.02,NA
Q2,1993-09-07,mg,3.03,NA
Q2,1993-09-07,ca,6.71,NA
Q2,1993-09-07,nh4_n,NA,NA
Q2,1993-09-07,no3_n,29,NA
Q2,1993-09-14,k,1.39,NA
Q2,1993-09-14,mg,1.65,NA
Q2,1993-09-14,ca,5.63,NA
Q2,1993-09-14,nh4_n,NA,NA
Q2,1993-09-14,no3_n,163,NA
Q2,1993-09-21,k,1.21,NA
Q2,1993-09-21,mg,2.98,NA
Q2,1993-09-21,ca,6.72,NA
Q2,1993-09-21,nh4_n,NA,NA
Q2,1993-09-21,no3_n,248,NA
Q2,1993-09-28,k,1.05,NA
Q2,1993-09-28,mg,2.49,NA
Q2,1993-09-28,ca,5.58,NA
Q2,1993-09-28,nh4_n,NA,NA
Q2,1993-09-28,no3_n,18,NA
Q2,1993-10-05,k,1.16,NA
Q2,1993-10-05,mg,2.97,NA
Q2,1993-10-05,ca,6.44,NA
Q2,1993-10-05,nh4_n,NA,NA
Q2,1993-10-05,no3_n,14,NA
Q2,1993-10-13,k,1.55,NA
Q2,1993-10-13,mg,2.86,NA
Q2,1993-10-13,ca,6.31,NA
Q2,1993-10-13,nh4_n,NA,NA
Q2,1993-10-13,no3_n,8,NA
Q2,1993-10-19,k,1.28,NA
Q2,1993-10-19,mg,3.02,NA
Q2,1993-10-19,ca,6.32,NA
Q2,1993-10-19,nh4_n,NA,NA
Q2,1993-10-19,no3_n,9,NA
Q2,1993-10-26,k,1.78,NA
Q2,1993-10-26,mg,3.46,NA
Q2,1993-10-26,ca,7.61,NA
Q2,1993-10-26,nh4_n,NA,NA
Q2,1993-10-26,no3_n,17,NA
Q2,1993-11-02,k,1.25,NA
Q2,1993-11-02,mg,3.27,NA
Q2,1993-11-02,ca,6.58,NA
Q2,1993-11-02,nh4_n,NA,NA
Q2,1993-11-02,no3_n,10,NA
Q2,1993-11-09,k,1.3,NA
Q2,1993-11-09,mg,2.98,NA
Q2,1993-11-09,ca,6.54,NA
Q2,1993-11-09,nh4_n,NA,NA
Q2,1993-11-09,no3_n,11,NA
Q2,1993-11-16,k,1.57,NA
Q2,1993-11-16,mg,2.76,NA
Q2,1993-11-16,ca,5.92,NA
Q2,1993-11-16,nh4_n,NA,NA
Q2,1993-11-16,no3_n,185,NA
Q2,1993-11-23,k,1.63,NA
Q2,1993-11-23,mg,4.11,NA
