sample_id,sample_date,chemical,chem_conc,rolling_avg
Q2,2005-12-27,ca,5.78,NA
Q2,2005-12-27,nh4_n,NA,NA
Q2,2005-12-27,no3_n,149,NA
Q2,2006-01-03,k,0.74,NA
Q2,2006-01-03,mg,2.85,NA
Q2,2006-01-03,ca,5.93,NA
Q2,2006-01-03,nh4_n,NA,NA
Q2,2006-01-03,no3_n,122,NA
Q2,2006-01-10,k,0.87,NA
Q2,2006-01-10,mg,2.68,NA
Q2,2006-01-10,ca,6.09,NA
Q2,2006-01-10,nh4_n,NA,NA
Q2,2006-01-10,no3_n,100,NA
Q2,2006-01-17,k,0.74,NA
Q2,2006-01-17,mg,2.68,NA
Q2,2006-01-17,ca,6.12,NA
Q2,2006-01-17,nh4_n,NA,NA
Q2,2006-01-17,no3_n,137,NA
Q2,2006-01-24,k,0.76,NA
Q2,2006-01-24,mg,2.71,NA
Q2,2006-01-24,ca,5.26,NA
Q2,2006-01-24,nh4_n,NA,NA
Q2,2006-01-24,no3_n,133,NA
Q2,2006-01-31,k,0.94,NA
Q2,2006-01-31,mg,2.49,NA
Q2,2006-01-31,ca,5.62,NA
Q2,2006-01-31,nh4_n,8,NA
Q2,2006-01-31,no3_n,99,NA
Q2,2006-02-07,k,0.76,NA
Q2,2006-02-07,mg,2.21,NA
Q2,2006-02-07,ca,4.89,NA
Q2,2006-02-07,nh4_n,NA,NA
Q2,2006-02-07,no3_n,82,NA
Q2,2006-02-14,k,0.78,NA
Q2,2006-02-14,mg,2.86,NA
Q2,2006-02-14,ca,5.42,NA
Q2,2006-02-14,nh4_n,NA,NA
Q2,2006-02-14,no3_n,150,NA
Q2,2006-02-21,k,0.75,NA
Q2,2006-02-21,mg,2.67,NA
Q2,2006-02-21,ca,5.04,NA
Q2,2006-02-21,nh4_n,NA,NA
Q2,2006-02-21,no3_n,138,NA
Q2,2006-02-28,k,0.68,NA
Q2,2006-02-28,mg,3.37,NA
Q2,2006-02-28,ca,5.62,NA
Q2,2006-02-28,nh4_n,5,NA
Q2,2006-02-28,no3_n,142,NA
Q2,2006-03-07,k,0.82,NA
Q2,2006-03-07,mg,2.66,NA
Q2,2006-03-07,ca,5.77,NA
Q2,2006-03-07,nh4_n,NA,NA
Q2,2006-03-07,no3_n,127,NA
Q2,2006-03-14,k,0.94,NA
Q2,2006-03-14,mg,2.46,NA
Q2,2006-03-14,ca,5.76,NA
Q2,2006-03-14,nh4_n,14,NA
Q2,2006-03-14,no3_n,106,NA
Q2,2006-03-21,k,0.8,NA
Q2,2006-03-21,mg,2.87,NA
Q2,2006-03-21,ca,6.28,NA
Q2,2006-03-21,nh4_n,NA,NA
Q2,2006-03-21,no3_n,138,NA
Q2,2006-03-28,k,0.81,NA
Q2,2006-03-28,mg,2.9,NA
Q2,2006-03-28,ca,5.3,NA
Q2,2006-03-28,nh4_n,NA,NA
Q2,2006-03-28,no3_n,146,NA
Q2,2006-04-04,k,0.87,NA
Q2,2006-04-04,mg,2.53,NA
Q2,2006-04-04,ca,5.44,NA
Q2,2006-04-04,nh4_n,NA,NA
Q2,2006-04-04,no3_n,115,NA
Q2,2006-04-11,k,0.81,NA
Q2,2006-04-11,mg,2.64,NA
Q2,2006-04-11,ca,5.98,NA
Q2,2006-04-11,nh4_n,NA,NA
Q2,2006-04-11,no3_n,96,NA
Q2,2006-04-18,k,0.89,NA
Q2,2006-04-18,mg,2.86,NA
Q2,2006-04-18,ca,6.52,NA
Q2,2006-04-18,nh4_n,NA,NA
Q2,2006-04-18,no3_n,96,NA
Q2,2006-04-25,k,0.88,NA
Q2,2006-04-25,mg,2.8,NA
Q2,2006-04-25,ca,6.52,NA
Q2,2006-04-25,nh4_n,NA,NA
Q2,2006-04-25,no3_n,89,NA
Q2,2006-05-02,k,0.83,NA
Q2,2006-05-02,mg,2.85,NA
Q2,2006-05-02,ca,6.54,NA
Q2,2006-05-02,nh4_n,NA,NA
Q2,2006-05-02,no3_n,92,NA
Q2,2006-05-09,k,0.85,NA
Q2,2006-05-09,mg,2.81,NA
Q2,2006-05-09,ca,6.56,NA
Q2,2006-05-09,nh4_n,NA,NA
Q2,2006-05-09,no3_n,84,NA
Q2,2006-05-16,k,0.8,NA
Q2,2006-05-16,mg,2.84,NA
Q2,2006-05-16,ca,6.15,NA
Q2,2006-05-16,nh4_n,NA,NA
Q2,2006-05-16,no3_n,103,NA
Q2,2006-05-23,k,NA,NA
Q2,2006-05-23,mg,1.87,NA
Q2,2006-05-23,ca,2.53,NA
Q2,2006-05-23,nh4_n,NA,NA
Q2,2006-05-23,no3_n,382,NA
Q2,2006-05-30,k,0.83,NA
Q2,2006-05-30,mg,2.96,NA
Q2,2006-05-30,ca,6.12,NA
Q2,2006-05-30,nh4_n,NA,NA
Q2,2006-05-30,no3_n,96,NA
Q2,2006-06-06,k,0.88,NA
Q2,2006-06-06,mg,2.58,NA
Q2,2006-06-06,ca,5.97,NA
Q2,2006-06-06,nh4_n,NA,NA
Q2,2006-06-06,no3_n,76,NA
Q2,2006-06-13,k,1,NA
Q2,2006-06-13,mg,3.14,NA
Q2,2006-06-13,ca,6.26,NA
Q2,2006-06-13,nh4_n,NA,NA
Q2,2006-06-13,no3_n,123,NA
Q2,2006-06-20,k,0.86,NA
Q2,2006-06-20,mg,2.02,NA
Q2,2006-06-20,ca,5.06,NA
Q2,2006-06-20,nh4_n,NA,NA
Q2,2006-06-20,no3_n,57,NA
Q2,2006-06-27,k,0.87,NA
Q2,2006-06-27,mg,2.7,NA
Q2,2006-06-27,ca,6.63,NA
Q2,2006-06-27,nh4_n,NA,NA
Q2,2006-06-27,no3_n,128,NA
Q2,2006-07-05,k,0.85,NA
Q2,2006-07-05,mg,2.56,NA
Q2,2006-07-05,ca,5.44,NA
Q2,2006-07-05,nh4_n,NA,NA
Q2,2006-07-05,no3_n,129,NA
Q2,2006-07-11,k,0.88,NA
Q2,2006-07-11,mg,2.65,NA
Q2,2006-07-11,ca,6.44,NA
Q2,2006-07-11,nh4_n,NA,NA
Q2,2006-07-11,no3_n,147,NA
Q2,2006-07-18,k,0.83,NA
Q2,2006-07-18,mg,3.04,NA
Q2,2006-07-18,ca,5.9,NA
Q2,2006-07-18,nh4_n,NA,NA
Q2,2006-07-18,no3_n,168,NA
Q2,2006-07-26,k,0.84,NA
Q2,2006-07-26,mg,3.21,NA
Q2,2006-07-26,ca,7.06,NA
Q2,2006-07-26,nh4_n,NA,NA
Q2,2006-07-26,no3_n,151,NA
Q2,2006-08-01,k,0.87,NA
Q2,2006-08-01,mg,2.97,NA
Q2,2006-08-01,ca,7.16,NA
Q2,2006-08-01,nh4_n,NA,NA
Q2,2006-08-01,no3_n,129,NA
Q2,2006-08-08,k,0.87,NA
Q2,2006-08-08,mg,2.53,NA
Q2,2006-08-08,ca,6.11,NA
Q2,2006-08-08,nh4_n,8,NA
Q2,2006-08-08,no3_n,NA,NA
Q2,2006-08-15,k,0.89,NA
Q2,2006-08-15,mg,2.83,NA
Q2,2006-08-15,ca,6.72,NA
Q2,2006-08-15,nh4_n,NA,NA
Q2,2006-08-15,no3_n,154,NA
Q2,2006-08-22,k,0.84,NA
Q2,2006-08-22,mg,2.95,NA
Q2,2006-08-22,ca,5.78,NA
Q2,2006-08-22,nh4_n,NA,NA
Q2,2006-08-22,no3_n,155,NA
Q2,2006-08-29,k,0.85,NA
Q2,2006-08-29,mg,3.08,NA
Q2,2006-08-29,ca,6.98,NA
Q2,2006-08-29,nh4_n,NA,NA
Q2,2006-08-29,no3_n,148,NA
Q2,2006-09-05,k,0.83,NA
Q2,2006-09-05,mg,3.03,NA
Q2,2006-09-05,ca,7.5,NA
Q2,2006-09-05,nh4_n,5,NA
Q2,2006-09-05,no3_n,NA,NA
Q2,2006-09-12,k,0.87,NA
Q2,2006-09-12,mg,2.69,NA
Q2,2006-09-12,ca,6.45,NA
Q2,2006-09-12,nh4_n,NA,NA
Q2,2006-09-12,no3_n,NA,NA
Q2,2006-09-19,k,0.86,NA
Q2,2006-09-19,mg,3.01,NA
Q2,2006-09-19,ca,7.17,NA
Q2,2006-09-19,nh4_n,NA,NA
Q2,2006-09-19,no3_n,102,NA
Q2,2006-09-26,k,0.89,NA
Q2,2006-09-26,mg,2.02,NA
Q2,2006-09-26,ca,5.13,NA
Q2,2006-09-26,nh4_n,44,NA
Q2,2006-09-26,no3_n,53,NA
Q2,2006-10-03,k,0.87,NA
Q2,2006-10-03,mg,2.43,NA
Q2,2006-10-03,ca,5.99,NA
Q2,2006-10-03,nh4_n,NA,NA
Q2,2006-10-03,no3_n,61,NA
Q2,2006-10-10,k,0.9,NA
Q2,2006-10-10,mg,2.02,NA
Q2,2006-10-10,ca,5.15,NA
Q2,2006-10-10,nh4_n,NA,NA
Q2,2006-10-10,no3_n,75,NA
Q2,2006-10-17,k,0.87,NA
Q2,2006-10-17,mg,2.83,NA
Q2,2006-10-17,ca,6.71,NA
Q2,2006-10-17,nh4_n,NA,NA
Q2,2006-10-17,no3_n,112,NA
Q2,2006-10-24,k,0.9,NA
Q2,2006-10-24,mg,2.65,NA
Q2,2006-10-24,ca,6.48,NA
Q2,2006-10-24,nh4_n,7,NA
Q2,2006-10-24,no3_n,106,NA
Q2,2006-10-31,k,0.9,NA
Q2,2006-10-31,mg,2.84,NA
Q2,2006-10-31,ca,6.82,NA
Q2,2006-10-31,nh4_n,NA,NA
Q2,2006-10-31,no3_n,110,NA
Q2,2006-11-07,k,0.82,NA
Q2,2006-11-07,mg,2.96,NA
Q2,2006-11-07,ca,7.01,NA
Q2,2006-11-07,nh4_n,NA,NA
Q2,2006-11-07,no3_n,146,NA
Q2,2006-11-14,k,0.93,NA
Q2,2006-11-14,mg,2.21,NA
Q2,2006-11-14,ca,5.28,NA
Q2,2006-11-14,nh4_n,NA,NA
Q2,2006-11-14,no3_n,134,NA
Q2,2006-11-21,k,0.83,NA
Q2,2006-11-21,mg,2.83,NA
Q2,2006-11-21,ca,5.43,NA
Q2,2006-11-21,nh4_n,NA,NA
Q2,2006-11-21,no3_n,105,NA
Q2,2006-11-28,k,0.94,NA
Q2,2006-11-28,mg,2.5,NA
Q2,2006-11-28,ca,6.09,NA
Q2,2006-11-28,nh4_n,NA,NA
Q2,2006-11-28,no3_n,110,NA
Q2,2006-12-05,k,0.88,NA
Q2,2006-12-05,mg,2.68,NA
Q2,2006-12-05,ca,6.59,NA
Q2,2006-12-05,nh4_n,NA,NA
Q2,2006-12-05,no3_n,105,NA
Q2,2006-12-12,k,0.89,NA
Q2,2006-12-12,mg,3.02,NA
Q2,2006-12-12,ca,6.41,NA
Q2,2006-12-12,nh4_n,NA,NA
Q2,2006-12-12,no3_n,133,NA
Q2,2006-12-19,k,0.9,NA
Q2,2006-12-19,mg,3.02,NA
Q2,2006-12-19,ca,7.17,NA
Q2,2006-12-19,nh4_n,NA,NA
Q2,2006-12-19,no3_n,168,NA
Q2,2006-12-26,k,0.87,NA
Q2,2006-12-26,mg,2.84,NA
Q2,2006-12-26,ca,6.46,NA
Q2,2006-12-26,nh4_n,NA,NA
Q2,2006-12-26,no3_n,129,NA
Q2,2007-01-02,k,0.79,NA
Q2,2007-01-02,mg,2.68,NA
Q2,2007-01-02,ca,6.65,NA
Q2,2007-01-02,nh4_n,10,NA
Q2,2007-01-02,no3_n,113,NA
Q2,2007-01-09,k,0.86,NA
Q2,2007-01-09,mg,2.96,NA
Q2,2007-01-09,ca,6.47,NA
Q2,2007-01-09,nh4_n,7,NA
Q2,2007-01-09,no3_n,133,NA
Q2,2007-01-16,k,0.85,NA
Q2,2007-01-16,mg,2.83,NA
Q2,2007-01-16,ca,6.53,NA
Q2,2007-01-16,nh4_n,NA,NA
Q2,2007-01-16,no3_n,158,NA
Q2,2007-01-23,k,0.82,NA
Q2,2007-01-23,mg,2.98,NA
Q2,2007-01-23,ca,6.06,NA
Q2,2007-01-23,nh4_n,NA,NA
Q2,2007-01-23,no3_n,126,NA
Q2,2007-01-30,k,0.84,NA
Q2,2007-01-30,mg,3.12,NA
Q2,2007-01-30,ca,7.54,NA
Q2,2007-01-30,nh4_n,NA,NA
Q2,2007-01-30,no3_n,153,NA
Q2,2007-02-06,k,0.93,NA
Q2,2007-02-06,mg,2.31,NA
Q2,2007-02-06,ca,5.39,NA
Q2,2007-02-06,nh4_n,22,NA
Q2,2007-02-06,no3_n,114,NA
Q2,2007-02-13,k,0.87,NA
Q2,2007-02-13,mg,3.31,NA
Q2,2007-02-13,ca,7.1,NA
Q2,2007-02-13,nh4_n,NA,NA
Q2,2007-02-13,no3_n,131,NA
Q2,2007-02-20,k,0.86,NA
Q2,2007-02-20,mg,3.35,NA
Q2,2007-02-20,ca,6.37,NA
Q2,2007-02-20,nh4_n,NA,NA
Q2,2007-02-20,no3_n,164,NA
Q2,2007-02-27,k,0.86,NA
Q2,2007-02-27,mg,3.42,NA
Q2,2007-02-27,ca,6.21,NA
Q2,2007-02-27,nh4_n,NA,NA
Q2,2007-02-27,no3_n,163,NA
Q2,2007-03-06,k,0.91,NA
Q2,2007-03-06,mg,2.8,NA
Q2,2007-03-06,ca,5.94,NA
Q2,2007-03-06,nh4_n,8,NA
Q2,2007-03-06,no3_n,150,NA
Q2,2007-03-13,k,0.93,NA
Q2,2007-03-13,mg,3.4,NA
Q2,2007-03-13,ca,6.64,NA
Q2,2007-03-13,nh4_n,5,NA
Q2,2007-03-13,no3_n,108,NA
Q2,2007-03-20,k,0.92,NA
Q2,2007-03-20,mg,3.36,NA
Q2,2007-03-20,ca,6.92,NA
Q2,2007-03-20,nh4_n,NA,NA
Q2,2007-03-20,no3_n,95,NA
Q2,2007-03-27,k,0.9,NA
Q2,2007-03-27,mg,3.15,NA
Q2,2007-03-27,ca,6,NA
Q2,2007-03-27,nh4_n,NA,NA
Q2,2007-03-27,no3_n,92,NA
Q2,2007-04-03,k,0.83,NA
Q2,2007-04-03,mg,2.87,NA
Q2,2007-04-03,ca,5.31,NA
Q2,2007-04-03,nh4_n,6,NA
Q2,2007-04-03,no3_n,130,NA
Q2,2007-04-10,k,0.95,NA
Q2,2007-04-10,mg,3.2,NA
Q2,2007-04-10,ca,6.04,NA
Q2,2007-04-10,nh4_n,NA,NA
Q2,2007-04-10,no3_n,161,NA
Q2,2007-04-17,k,0.95,NA
Q2,2007-04-17,mg,3.17,NA
Q2,2007-04-17,ca,6.35,NA
Q2,2007-04-17,nh4_n,NA,NA
Q2,2007-04-17,no3_n,206,NA
Q2,2007-04-24,k,0.81,NA
Q2,2007-04-24,mg,1.17,NA
Q2,2007-04-24,ca,2.62,NA
Q2,2007-04-24,nh4_n,NA,NA
Q2,2007-04-24,no3_n,NA,NA
Q2,2007-05-01,k,0.84,NA
Q2,2007-05-01,mg,1.59,NA
Q2,2007-05-01,ca,3.54,NA
Q2,2007-05-01,nh4_n,NA,NA
Q2,2007-05-01,no3_n,20,NA
Q2,2007-05-08,k,0.84,NA
Q2,2007-05-08,mg,2.57,NA
Q2,2007-05-08,ca,5.43,NA
Q2,2007-05-08,nh4_n,5,NA
Q2,2007-05-08,no3_n,NA,NA
Q2,2007-05-15,k,0.84,NA
Q2,2007-05-15,mg,2.78,NA
Q2,2007-05-15,ca,5.8,NA
Q2,2007-05-15,nh4_n,6,NA
Q2,2007-05-15,no3_n,65,NA
Q2,2007-05-22,k,0.68,NA
Q2,2007-05-22,mg,3.38,NA
Q2,2007-05-22,ca,4.92,NA
Q2,2007-05-22,nh4_n,NA,NA
Q2,2007-05-22,no3_n,58,NA
Q2,2007-05-29,k,0.89,NA
Q2,2007-05-29,mg,3.1,NA
Q2,2007-05-29,ca,5.54,NA
Q2,2007-05-29,nh4_n,6,NA
Q2,2007-05-29,no3_n,58,NA
Q2,2007-06-05,k,0.95,NA
Q2,2007-06-05,mg,3.09,NA
Q2,2007-06-05,ca,6.47,NA
Q2,2007-06-05,nh4_n,NA,NA
Q2,2007-06-05,no3_n,102,NA
Q2,2007-06-12,k,0.87,NA
Q2,2007-06-12,mg,2.36,NA
Q2,2007-06-12,ca,5.11,NA
Q2,2007-06-12,nh4_n,6,NA
Q2,2007-06-12,no3_n,62,NA
Q2,2007-06-19,k,0.86,NA
Q2,2007-06-19,mg,3.16,NA
Q2,2007-06-19,ca,6.19,NA
Q2,2007-06-19,nh4_n,NA,NA
Q2,2007-06-19,no3_n,118,NA
Q2,2007-06-26,k,0.84,NA
Q2,2007-06-26,mg,3.02,NA
Q2,2007-06-26,ca,6.28,NA
Q2,2007-06-26,nh4_n,NA,NA
Q2,2007-06-26,no3_n,107,NA
Q2,2007-07-03,k,0.95,NA
Q2,2007-07-03,mg,3.09,NA
Q2,2007-07-03,ca,6.28,NA
Q2,2007-07-03,nh4_n,7,NA
Q2,2007-07-03,no3_n,166,NA
Q2,2007-07-10,k,0.99,NA
Q2,2007-07-10,mg,3.24,NA
Q2,2007-07-10,ca,5.83,NA
Q2,2007-07-10,nh4_n,5,NA
Q2,2007-07-10,no3_n,169,NA
Q2,2007-07-17,k,0.9,NA
Q2,2007-07-17,mg,2.74,NA
Q2,2007-07-17,ca,5.52,NA
Q2,2007-07-17,nh4_n,NA,NA
Q2,2007-07-17,no3_n,133,NA
Q2,2007-07-24,k,0.84,NA
Q2,2007-07-24,mg,2.7,NA
Q2,2007-07-24,ca,5.73,NA
Q2,2007-07-24,nh4_n,NA,NA
Q2,2007-07-24,no3_n,126,NA
Q2,2007-07-31,k,0.81,NA
Q2,2007-07-31,mg,2.78,NA
Q2,2007-07-31,ca,7.38,NA
Q2,2007-07-31,nh4_n,NA,NA
Q2,2007-07-31,no3_n,81,NA
Q2,2007-08-07,k,0.95,NA
Q2,2007-08-07,mg,1.17,NA
Q2,2007-08-07,ca,3.41,NA
Q2,2007-08-07,nh4_n,22,NA
Q2,2007-08-07,no3_n,30,NA
Q2,2007-08-14,k,0.91,NA
Q2,2007-08-14,mg,3.1,NA
Q2,2007-08-14,ca,7.73,NA
Q2,2007-08-14,nh4_n,NA,NA
Q2,2007-08-14,no3_n,145,NA
Q2,2007-08-21,k,0.95,NA
Q2,2007-08-21,mg,2.78,NA
Q2,2007-08-21,ca,6.46,NA
Q2,2007-08-21,nh4_n,NA,NA
Q2,2007-08-21,no3_n,82,NA
Q2,2007-08-28,k,0.85,NA
Q2,2007-08-28,mg,3,NA
Q2,2007-08-28,ca,6.7,NA
Q2,2007-08-28,nh4_n,8,NA
Q2,2007-08-28,no3_n,91,NA
Q2,2007-09-04,k,0.91,NA
Q2,2007-09-04,mg,3.3,NA
Q2,2007-09-04,ca,7.41,NA
Q2,2007-09-04,nh4_n,NA,NA
Q2,2007-09-04,no3_n,109,NA
Q2,2007-09-11,k,0.83,NA
Q2,2007-09-11,mg,3.34,NA
Q2,2007-09-11,ca,6.67,NA
Q2,2007-09-11,nh4_n,7,NA
Q2,2007-09-11,no3_n,145,NA
Q2,2007-09-18,k,0.62,NA
Q2,2007-09-18,mg,3.25,NA
Q2,2007-09-18,ca,4.67,NA
Q2,2007-09-18,nh4_n,NA,NA
Q2,2007-09-18,no3_n,87,NA
Q2,2007-09-25,k,0.77,NA
Q2,2007-09-25,mg,2.6,NA
Q2,2007-09-25,ca,5.57,NA
Q2,2007-09-25,nh4_n,NA,NA
Q2,2007-09-25,no3_n,70,NA
Q2,2007-10-02,k,0.78,NA
Q2,2007-10-02,mg,2.27,NA
Q2,2007-10-02,ca,4.94,NA
Q2,2007-10-02,nh4_n,NA,NA
Q2,2007-10-02,no3_n,76,NA
Q2,2007-10-09,k,0.75,NA
Q2,2007-10-09,mg,2.66,NA
Q2,2007-10-09,ca,5.56,NA
Q2,2007-10-09,nh4_n,NA,NA
Q2,2007-10-09,no3_n,198,NA
Q2,2007-10-16,k,0.78,NA
Q2,2007-10-16,mg,2.92,NA
Q2,2007-10-16,ca,5.89,NA
Q2,2007-10-16,nh4_n,NA,NA
Q2,2007-10-16,no3_n,178,NA
Q2,2007-10-23,k,0.71,NA
Q2,2007-10-23,mg,2.71,NA
Q2,2007-10-23,ca,5.92,NA
Q2,2007-10-23,nh4_n,NA,NA
Q2,2007-10-23,no3_n,104,NA
Q2,2007-10-30,k,0.85,NA
Q2,2007-10-30,mg,2.56,NA
Q2,2007-10-30,ca,5.4,NA
Q2,2007-10-30,nh4_n,5,NA
Q2,2007-10-30,no3_n,138,NA
Q2,2007-11-06,k,0.8,NA
Q2,2007-11-06,mg,3.01,NA
Q2,2007-11-06,ca,6.33,NA
Q2,2007-11-06,nh4_n,5,NA
Q2,2007-11-06,no3_n,134,NA
Q2,2007-11-13,k,0.89,NA
Q2,2007-11-13,mg,2.19,NA
Q2,2007-11-13,ca,5.76,NA
Q2,2007-11-13,nh4_n,5,NA
Q2,2007-11-13,no3_n,184,NA
Q2,2007-11-20,k,0.84,NA
Q2,2007-11-20,mg,1.99,NA
Q2,2007-11-20,ca,4.49,NA
Q2,2007-11-20,nh4_n,8,NA
Q2,2007-11-20,no3_n,208,NA
Q2,2007-11-27,k,0.76,NA
Q2,2007-11-27,mg,3,NA
Q2,2007-11-27,ca,6.24,NA
Q2,2007-11-27,nh4_n,8,NA
Q2,2007-11-27,no3_n,157,NA
Q2,2007-12-04,k,0.89,NA
Q2,2007-12-04,mg,2.73,NA
Q2,2007-12-04,ca,6.24,NA
Q2,2007-12-04,nh4_n,NA,NA
Q2,2007-12-04,no3_n,91,NA
Q2,2007-12-11,k,0.9,NA
Q2,2007-12-11,mg,1.4,NA
Q2,2007-12-11,ca,3.85,NA
Q2,2007-12-11,nh4_n,7,NA
Q2,2007-12-11,no3_n,21,NA
Q2,2007-12-18,k,0.87,NA
Q2,2007-12-18,mg,3.01,NA
Q2,2007-12-18,ca,6.85,NA
Q2,2007-12-18,nh4_n,6,NA
Q2,2007-12-18,no3_n,144,NA
Q2,2007-12-26,k,0.82,NA
Q2,2007-12-26,mg,3.31,NA
Q2,2007-12-26,ca,6.9,NA
Q2,2007-12-26,nh4_n,7,NA
Q2,2007-12-26,no3_n,110,NA
Q2,2008-01-01,k,0.88,NA
Q2,2008-01-01,mg,3.3,NA
Q2,2008-01-01,ca,7.83,NA
Q2,2008-01-01,nh4_n,NA,NA
Q2,2008-01-01,no3_n,126,NA
Q2,2008-01-08,k,0.94,NA
Q2,2008-01-08,mg,3.4,NA
Q2,2008-01-08,ca,5.98,NA
Q2,2008-01-08,nh4_n,8,NA
Q2,2008-01-08,no3_n,176,NA
Q2,2008-01-15,k,0.86,NA
Q2,2008-01-15,mg,3.75,NA
Q2,2008-01-15,ca,7.18,NA
Q2,2008-01-15,nh4_n,7,NA
Q2,2008-01-15,no3_n,112,NA
Q2,2008-01-22,k,0.9,NA
Q2,2008-01-22,mg,2.67,NA
Q2,2008-01-22,ca,6.16,NA
Q2,2008-01-22,nh4_n,NA,NA
Q2,2008-01-22,no3_n,106,NA
Q2,2008-01-29,k,NA,NA
Q2,2008-01-29,mg,NA,NA
Q2,2008-01-29,ca,NA,NA
Q2,2008-01-29,nh4_n,NA,NA
Q2,2008-01-29,no3_n,NA,NA
Q2,2008-02-05,k,0.93,NA
Q2,2008-02-05,mg,3.12,NA
Q2,2008-02-05,ca,7.69,NA
Q2,2008-02-05,nh4_n,NA,NA
Q2,2008-02-05,no3_n,153,NA
Q2,2008-02-12,k,0.85,NA
Q2,2008-02-12,mg,3.39,NA
Q2,2008-02-12,ca,6.35,NA
Q2,2008-02-12,nh4_n,9,NA
Q2,2008-02-12,no3_n,84,NA
Q2,2008-02-19,k,0.86,NA
Q2,2008-02-19,mg,3.25,NA
Q2,2008-02-19,ca,6.95,NA
Q2,2008-02-19,nh4_n,6,NA
Q2,2008-02-19,no3_n,92,NA
Q2,2008-02-26,k,0.9,NA
Q2,2008-02-26,mg,3.26,NA
Q2,2008-02-26,ca,7.5,NA
Q2,2008-02-26,nh4_n,14,NA
Q2,2008-02-26,no3_n,129,NA
Q2,2008-03-04,k,0.91,NA
Q2,2008-03-04,mg,2.99,NA
Q2,2008-03-04,ca,6.8,NA
Q2,2008-03-04,nh4_n,7,NA
Q2,2008-03-04,no3_n,108,NA
Q2,2008-03-11,k,0.89,NA
Q2,2008-03-11,mg,3.39,NA
Q2,2008-03-11,ca,7.57,NA
Q2,2008-03-11,nh4_n,8,NA
Q2,2008-03-11,no3_n,112,NA
Q2,2008-03-18,k,0.78,NA
Q2,2008-03-18,mg,3.04,NA
Q2,2008-03-18,ca,5.8,NA
Q2,2008-03-18,nh4_n,NA,NA
Q2,2008-03-18,no3_n,110,NA
Q2,2008-03-25,k,0.82,NA
Q2,2008-03-25,mg,3,NA
Q2,2008-03-25,ca,5.21,NA
Q2,2008-03-25,nh4_n,NA,NA
Q2,2008-03-25,no3_n,115,NA
Q2,2008-04-01,k,0.81,NA
Q2,2008-04-01,mg,3.05,NA
Q2,2008-04-01,ca,4.63,NA
Q2,2008-04-01,nh4_n,11,NA
Q2,2008-04-01,no3_n,129,NA
Q2,2008-04-08,k,0.98,NA
Q2,2008-04-08,mg,2.97,NA
Q2,2008-04-08,ca,6.27,NA
Q2,2008-04-08,nh4_n,NA,NA
Q2,2008-04-08,no3_n,94,NA
Q2,2008-04-15,k,0.98,NA
Q2,2008-04-15,mg,2.45,NA
Q2,2008-04-15,ca,5.3,NA
Q2,2008-04-15,nh4_n,NA,NA
Q2,2008-04-15,no3_n,53,NA
Q2,2008-04-22,k,0.95,NA
Q2,2008-04-22,mg,3.12,NA
Q2,2008-04-22,ca,5.13,NA
Q2,2008-04-22,nh4_n,NA,NA
Q2,2008-04-22,no3_n,113,NA
Q2,2008-04-29,k,1.02,NA
Q2,2008-04-29,mg,2.35,NA
Q2,2008-04-29,ca,5.36,NA
Q2,2008-04-29,nh4_n,NA,NA
Q2,2008-04-29,no3_n,105,NA
Q2,2008-05-06,k,0.82,NA
Q2,2008-05-06,mg,3.4,NA
Q2,2008-05-06,ca,7.77,NA
Q2,2008-05-06,nh4_n,NA,NA
Q2,2008-05-06,no3_n,105,NA
Q2,2008-05-13,k,0.82,NA
Q2,2008-05-13,mg,3.44,NA
Q2,2008-05-13,ca,7.17,NA
Q2,2008-05-13,nh4_n,NA,NA
Q2,2008-05-13,no3_n,96,NA
Q2,2008-05-20,k,0.97,NA
Q2,2008-05-20,mg,3.46,NA
Q2,2008-05-20,ca,7.88,NA
Q2,2008-05-20,nh4_n,NA,NA
Q2,2008-05-20,no3_n,94,NA
Q2,2008-05-27,k,0.95,NA
Q2,2008-05-27,mg,3.25,NA
Q2,2008-05-27,ca,7.86,NA
Q2,2008-05-27,nh4_n,NA,NA
Q2,2008-05-27,no3_n,115,NA
Q2,2008-06-03,k,0.8,NA
Q2,2008-06-03,mg,2.05,NA
Q2,2008-06-03,ca,5.67,NA
Q2,2008-06-03,nh4_n,NA,NA
Q2,2008-06-03,no3_n,36,NA
Q2,2008-06-10,k,0.95,NA
Q2,2008-06-10,mg,2.98,NA
Q2,2008-06-10,ca,7.54,NA
Q2,2008-06-10,nh4_n,NA,NA
Q2,2008-06-10,no3_n,116,NA
Q2,2008-06-17,k,0.96,NA
Q2,2008-06-17,mg,3.22,NA
Q2,2008-06-17,ca,7.74,NA
Q2,2008-06-17,nh4_n,NA,NA
Q2,2008-06-17,no3_n,113,NA
Q2,2008-06-24,k,0.96,NA
Q2,2008-06-24,mg,2.97,NA
Q2,2008-06-24,ca,7.57,NA
Q2,2008-06-24,nh4_n,NA,NA
Q2,2008-06-24,no3_n,61,NA
Q2,2008-07-08,k,0.99,NA
Q2,2008-07-08,mg,3.24,NA
Q2,2008-07-08,ca,8.09,NA
Q2,2008-07-08,nh4_n,NA,NA
Q2,2008-07-08,no3_n,101,NA
Q2,2008-07-15,k,0.87,NA
Q2,2008-07-15,mg,3.33,NA
Q2,2008-07-15,ca,5.7,NA
