sample_id,sample_date,chemical,chem_conc
Q3,1990-03-06,ca,5.27
Q3,1990-03-06,nh4_n,NA
Q3,1990-03-06,no3_n,318
Q3,1990-03-13,k,1.99
Q3,1990-03-13,mg,2.36
Q3,1990-03-13,ca,3.36
Q3,1990-03-13,nh4_n,NA
Q3,1990-03-13,no3_n,56
Q3,1990-03-20,k,1.49
Q3,1990-03-20,mg,3.35
Q3,1990-03-20,ca,4.64
Q3,1990-03-20,nh4_n,NA
Q3,1990-03-20,no3_n,751
Q3,1990-03-27,k,1.5
Q3,1990-03-27,mg,3.08
Q3,1990-03-27,ca,4.4
Q3,1990-03-27,nh4_n,NA
Q3,1990-03-27,no3_n,644
Q3,1990-04-03,k,1.23
Q3,1990-04-03,mg,3.55
Q3,1990-04-03,ca,4.94
Q3,1990-04-03,nh4_n,NA
Q3,1990-04-03,no3_n,NA
Q3,1990-04-10,k,1.15
Q3,1990-04-10,mg,3.63
Q3,1990-04-10,ca,5.11
Q3,1990-04-10,nh4_n,NA
Q3,1990-04-10,no3_n,225
Q3,1990-04-17,k,1.17
Q3,1990-04-17,mg,3.62
Q3,1990-04-17,ca,5.13
Q3,1990-04-17,nh4_n,NA
Q3,1990-04-17,no3_n,148
Q3,1990-04-24,k,1.18
Q3,1990-04-24,mg,3.62
Q3,1990-04-24,ca,5.19
Q3,1990-04-24,nh4_n,NA
Q3,1990-04-24,no3_n,10
Q3,1990-04-25,k,1.72
Q3,1990-04-25,mg,0.45
Q3,1990-04-25,ca,0.6
Q3,1990-04-25,nh4_n,NA
Q3,1990-04-25,no3_n,136
Q3,1990-04-25,k,1.56
Q3,1990-04-25,mg,0.7
Q3,1990-04-25,ca,0.88
Q3,1990-04-25,nh4_n,NA
Q3,1990-04-25,no3_n,970
Q3,1990-04-25,k,1.46
Q3,1990-04-25,mg,0.57
Q3,1990-04-25,ca,0.71
Q3,1990-04-25,nh4_n,NA
Q3,1990-04-25,no3_n,691
Q3,1990-04-26,k,1.45
Q3,1990-04-26,mg,2.4
Q3,1990-04-26,ca,3.08
Q3,1990-04-26,nh4_n,NA
Q3,1990-04-26,no3_n,352
Q3,1990-05-01,k,1.12
Q3,1990-05-01,mg,3.35
Q3,1990-05-01,ca,4.57
Q3,1990-05-01,nh4_n,NA
Q3,1990-05-01,no3_n,262
Q3,1990-05-08,k,1.25
Q3,1990-05-08,mg,3.48
Q3,1990-05-08,ca,4.86
Q3,1990-05-08,nh4_n,NA
Q3,1990-05-08,no3_n,10
Q3,1990-05-10,k,1.59
Q3,1990-05-10,mg,2.02
Q3,1990-05-10,ca,2.84
Q3,1990-05-10,nh4_n,NA
Q3,1990-05-10,no3_n,780
Q3,1990-05-15,k,1.34
Q3,1990-05-15,mg,3.28
Q3,1990-05-15,ca,4.58
Q3,1990-05-15,nh4_n,NA
Q3,1990-05-15,no3_n,373
Q3,1990-05-22,k,1.28
Q3,1990-05-22,mg,3.53
Q3,1990-05-22,ca,4.8
Q3,1990-05-22,nh4_n,NA
Q3,1990-05-22,no3_n,275
Q3,1990-05-29,k,1.37
Q3,1990-05-29,mg,3.24
Q3,1990-05-29,ca,4.35
Q3,1990-05-29,nh4_n,NA
Q3,1990-05-29,no3_n,348
Q3,1990-06-05,k,1.26
Q3,1990-06-05,mg,3.66
Q3,1990-06-05,ca,4.81
Q3,1990-06-05,nh4_n,NA
Q3,1990-06-05,no3_n,188
Q3,1990-06-12,k,1.27
Q3,1990-06-12,mg,3.65
Q3,1990-06-12,ca,4.76
Q3,1990-06-12,nh4_n,NA
Q3,1990-06-12,no3_n,154
Q3,1990-06-19,k,1.26
Q3,1990-06-19,mg,3.44
Q3,1990-06-19,ca,4.53
Q3,1990-06-19,nh4_n,NA
Q3,1990-06-19,no3_n,337
Q3,1990-06-26,k,1.26
Q3,1990-06-26,mg,2.76
Q3,1990-06-26,ca,3.81
Q3,1990-06-26,nh4_n,NA
Q3,1990-06-26,no3_n,379
Q3,1990-07-03,k,1.16
Q3,1990-07-03,mg,3.72
Q3,1990-07-03,ca,5.09
Q3,1990-07-03,nh4_n,NA
Q3,1990-07-03,no3_n,236
Q3,1990-07-10,k,1.14
Q3,1990-07-10,mg,3.69
Q3,1990-07-10,ca,5.04
Q3,1990-07-10,nh4_n,NA
Q3,1990-07-10,no3_n,261
Q3,1990-07-17,k,1.05
Q3,1990-07-17,mg,3.69
Q3,1990-07-17,ca,5.3
Q3,1990-07-17,nh4_n,NA
Q3,1990-07-17,no3_n,97
Q3,1990-07-24,k,1.23
Q3,1990-07-24,mg,1.97
Q3,1990-07-24,ca,2.88
Q3,1990-07-24,nh4_n,NA
Q3,1990-07-24,no3_n,NA
Q3,1990-07-31,k,1.04
Q3,1990-07-31,mg,3.73
Q3,1990-07-31,ca,5.31
Q3,1990-07-31,nh4_n,NA
Q3,1990-07-31,no3_n,142
Q3,1990-08-07,k,1
Q3,1990-08-07,mg,4.05
Q3,1990-08-07,ca,5.8
Q3,1990-08-07,nh4_n,NA
Q3,1990-08-07,no3_n,211
Q3,1990-08-14,k,1.1
Q3,1990-08-14,mg,2.88
Q3,1990-08-14,ca,8.74
Q3,1990-08-14,nh4_n,NA
Q3,1990-08-14,no3_n,424
Q3,1990-08-21,k,1.04
Q3,1990-08-21,mg,3.55
Q3,1990-08-21,ca,5.06
Q3,1990-08-21,nh4_n,NA
Q3,1990-08-21,no3_n,215
Q3,1990-08-28,k,1.01
Q3,1990-08-28,mg,3.51
Q3,1990-08-28,ca,5.24
Q3,1990-08-28,nh4_n,NA
Q3,1990-08-28,no3_n,139
Q3,1990-09-04,k,0.99
Q3,1990-09-04,mg,3.66
Q3,1990-09-04,ca,5.44
Q3,1990-09-04,nh4_n,NA
Q3,1990-09-04,no3_n,10
Q3,1990-09-11,k,0.97
Q3,1990-09-11,mg,3.54
Q3,1990-09-11,ca,5.3
Q3,1990-09-11,nh4_n,NA
Q3,1990-09-11,no3_n,11
Q3,1990-09-18,k,0.97
Q3,1990-09-18,mg,3.52
Q3,1990-09-18,ca,5.19
Q3,1990-09-18,nh4_n,NA
Q3,1990-09-18,no3_n,83
Q3,1990-09-25,k,0.93
Q3,1990-09-25,mg,3.49
Q3,1990-09-25,ca,5.31
Q3,1990-09-25,nh4_n,NA
Q3,1990-09-25,no3_n,105
Q3,1990-10-02,k,0.94
Q3,1990-10-02,mg,2.87
Q3,1990-10-02,ca,4.26
Q3,1990-10-02,nh4_n,NA
Q3,1990-10-02,no3_n,168
Q3,1990-10-09,k,1.04
Q3,1990-10-09,mg,3.35
Q3,1990-10-09,ca,4.82
Q3,1990-10-09,nh4_n,NA
Q3,1990-10-09,no3_n,93
Q3,1990-10-16,k,0.92
Q3,1990-10-16,mg,5.21
Q3,1990-10-16,ca,10.38
Q3,1990-10-16,nh4_n,NA
Q3,1990-10-16,no3_n,108
Q3,1990-10-23,k,0.94
Q3,1990-10-23,mg,2.91
Q3,1990-10-23,ca,4.26
Q3,1990-10-23,nh4_n,NA
Q3,1990-10-23,no3_n,181
Q3,1990-10-30,k,0.95
Q3,1990-10-30,mg,1.7
Q3,1990-10-30,ca,4.24
Q3,1990-10-30,nh4_n,NA
Q3,1990-10-30,no3_n,104
Q3,1990-11-06,k,0.96
Q3,1990-11-06,mg,2.7
Q3,1990-11-06,ca,3.9
Q3,1990-11-06,nh4_n,NA
Q3,1990-11-06,no3_n,178
Q3,1990-11-13,k,0.91
Q3,1990-11-13,mg,3.39
Q3,1990-11-13,ca,4.6
Q3,1990-11-13,nh4_n,NA
Q3,1990-11-13,no3_n,163
Q3,1990-11-20,k,0.86
Q3,1990-11-20,mg,3.54
Q3,1990-11-20,ca,4.82
Q3,1990-11-20,nh4_n,NA
Q3,1990-11-20,no3_n,171
Q3,1990-11-27,k,0.84
Q3,1990-11-27,mg,3.19
Q3,1990-11-27,ca,4.61
Q3,1990-11-27,nh4_n,NA
Q3,1990-11-27,no3_n,234
Q3,1990-12-04,k,1.04
Q3,1990-12-04,mg,1.76
Q3,1990-12-04,ca,2.58
Q3,1990-12-04,nh4_n,NA
Q3,1990-12-04,no3_n,NA
Q3,1990-12-04,k,0.88
Q3,1990-12-04,mg,1.59
Q3,1990-12-04,ca,6.81
Q3,1990-12-04,nh4_n,NA
Q3,1990-12-04,no3_n,164
Q3,1990-12-11,k,0.82
Q3,1990-12-11,mg,3.5
Q3,1990-12-11,ca,5.07
Q3,1990-12-11,nh4_n,NA
Q3,1990-12-11,no3_n,114
Q3,1990-12-14,k,1.76
Q3,1990-12-14,mg,1.72
Q3,1990-12-14,ca,2.76
Q3,1990-12-14,nh4_n,NA
Q3,1990-12-14,no3_n,258
Q3,1990-12-18,k,0.73
Q3,1990-12-18,mg,3.45
Q3,1990-12-18,ca,4.86
Q3,1990-12-18,nh4_n,NA
Q3,1990-12-18,no3_n,322
Q3,1990-12-25,k,0.92
Q3,1990-12-25,mg,3.5
Q3,1990-12-25,ca,5.01
Q3,1990-12-25,nh4_n,NA
Q3,1990-12-25,no3_n,189
Q3,1990-12-31,k,1.12
Q3,1990-12-31,mg,2.32
Q3,1990-12-31,ca,3.27
Q3,1990-12-31,nh4_n,NA
Q3,1990-12-31,no3_n,192
Q3,1991-01-08,k,1.04
Q3,1991-01-08,mg,3.24
Q3,1991-01-08,ca,4.65
Q3,1991-01-08,nh4_n,NA
Q3,1991-01-08,no3_n,168
Q3,1991-01-15,k,0.73
Q3,1991-01-15,mg,3.22
Q3,1991-01-15,ca,4.47
Q3,1991-01-15,nh4_n,NA
Q3,1991-01-15,no3_n,NA
Q3,1991-01-22,k,0.77
Q3,1991-01-22,mg,3.51
Q3,1991-01-22,ca,4.74
Q3,1991-01-22,nh4_n,NA
Q3,1991-01-22,no3_n,111
Q3,1991-01-29,k,0.79
Q3,1991-01-29,mg,3.38
Q3,1991-01-29,ca,7.41
Q3,1991-01-29,nh4_n,NA
Q3,1991-01-29,no3_n,NA
Q3,1991-02-05,k,0.78
Q3,1991-02-05,mg,2.96
Q3,1991-02-05,ca,4.53
Q3,1991-02-05,nh4_n,NA
Q3,1991-02-05,no3_n,11
Q3,1991-02-12,k,0.9
Q3,1991-02-12,mg,8.7
Q3,1991-02-12,ca,5.43
Q3,1991-02-12,nh4_n,NA
Q3,1991-02-12,no3_n,137
Q3,1991-02-19,k,0.86
Q3,1991-02-19,mg,2.57
Q3,1991-02-19,ca,4.07
Q3,1991-02-19,nh4_n,NA
Q3,1991-02-19,no3_n,306
Q3,1991-02-26,k,0.83
Q3,1991-02-26,mg,3.38
Q3,1991-02-26,ca,4.49
Q3,1991-02-26,nh4_n,NA
Q3,1991-02-26,no3_n,174
Q3,1991-03-05,k,0.7
Q3,1991-03-05,mg,3.34
Q3,1991-03-05,ca,4.82
Q3,1991-03-05,nh4_n,NA
Q3,1991-03-05,no3_n,168
Q3,1991-03-12,k,0.74
Q3,1991-03-12,mg,3.28
Q3,1991-03-12,ca,5
Q3,1991-03-12,nh4_n,NA
Q3,1991-03-12,no3_n,173
Q3,1991-03-19,k,0.76
Q3,1991-03-19,mg,3.19
Q3,1991-03-19,ca,4.69
Q3,1991-03-19,nh4_n,NA
Q3,1991-03-19,no3_n,229
Q3,1991-03-22,k,NA
Q3,1991-03-22,mg,NA
Q3,1991-03-22,ca,NA
Q3,1991-03-22,nh4_n,NA
Q3,1991-03-22,no3_n,NA
Q3,1991-03-26,k,0.7
Q3,1991-03-26,mg,3.46
Q3,1991-03-26,ca,5.13
Q3,1991-03-26,nh4_n,NA
Q3,1991-03-26,no3_n,152
Q3,1991-04-02,k,0.76
Q3,1991-04-02,mg,3.5
Q3,1991-04-02,ca,5.06
Q3,1991-04-02,nh4_n,NA
Q3,1991-04-02,no3_n,80
Q3,1991-04-09,k,0.71
Q3,1991-04-09,mg,3.19
Q3,1991-04-09,ca,4.77
Q3,1991-04-09,nh4_n,NA
Q3,1991-04-09,no3_n,23
Q3,1991-04-15,k,0.94
Q3,1991-04-15,mg,3.11
Q3,1991-04-15,ca,4.42
Q3,1991-04-15,nh4_n,NA
Q3,1991-04-15,no3_n,21
Q3,1991-04-23,k,0.94
Q3,1991-04-23,mg,3.11
Q3,1991-04-23,ca,4.57
Q3,1991-04-23,nh4_n,NA
Q3,1991-04-23,no3_n,44
Q3,1991-04-30,k,0.9
Q3,1991-04-30,mg,1.97
Q3,1991-04-30,ca,2.88
Q3,1991-04-30,nh4_n,NA
Q3,1991-04-30,no3_n,92
Q3,1991-05-07,k,0.85
Q3,1991-05-07,mg,3.72
Q3,1991-05-07,ca,3.7
Q3,1991-05-07,nh4_n,NA
Q3,1991-05-07,no3_n,16
Q3,1991-05-14,k,0.85
Q3,1991-05-14,mg,3.44
Q3,1991-05-14,ca,3.68
Q3,1991-05-14,nh4_n,NA
Q3,1991-05-14,no3_n,NA
Q3,1991-05-21,k,0.94
Q3,1991-05-21,mg,3.61
Q3,1991-05-21,ca,5.1
Q3,1991-05-21,nh4_n,NA
Q3,1991-05-21,no3_n,45
Q3,1991-05-28,k,0.86
Q3,1991-05-28,mg,3.08
Q3,1991-05-28,ca,5.68
Q3,1991-05-28,nh4_n,NA
Q3,1991-05-28,no3_n,78
Q3,1991-05-31,k,0.9
Q3,1991-05-31,mg,3.41
Q3,1991-05-31,ca,3.64
Q3,1991-05-31,nh4_n,NA
Q3,1991-05-31,no3_n,NA
Q3,1991-06-01,k,NA
Q3,1991-06-01,mg,NA
Q3,1991-06-01,ca,NA
Q3,1991-06-01,nh4_n,NA
Q3,1991-06-01,no3_n,NA
Q3,1991-06-04,k,0.92
Q3,1991-06-04,mg,3.46
Q3,1991-06-04,ca,3.7
Q3,1991-06-04,nh4_n,NA
Q3,1991-06-04,no3_n,13
Q3,1991-06-11,k,0.87
Q3,1991-06-11,mg,3.39
Q3,1991-06-11,ca,5
Q3,1991-06-11,nh4_n,NA
Q3,1991-06-11,no3_n,105
Q3,1991-06-18,k,0.9
Q3,1991-06-18,mg,3.51
Q3,1991-06-18,ca,4.89
Q3,1991-06-18,nh4_n,NA
Q3,1991-06-18,no3_n,149
Q3,1991-06-25,k,0.9
Q3,1991-06-25,mg,3.46
Q3,1991-06-25,ca,3.62
Q3,1991-06-25,nh4_n,NA
Q3,1991-06-25,no3_n,6
Q3,1991-07-02,k,0.9
Q3,1991-07-02,mg,3.33
Q3,1991-07-02,ca,3.61
Q3,1991-07-02,nh4_n,NA
Q3,1991-07-02,no3_n,184
Q3,1991-07-09,k,0.79
Q3,1991-07-09,mg,3.16
Q3,1991-07-09,ca,3.52
Q3,1991-07-09,nh4_n,NA
Q3,1991-07-09,no3_n,118
Q3,1991-07-16,k,1.31
Q3,1991-07-16,mg,3.5
Q3,1991-07-16,ca,5.04
Q3,1991-07-16,nh4_n,NA
Q3,1991-07-16,no3_n,NA
Q3,1991-07-23,k,0.72
Q3,1991-07-23,mg,3.14
Q3,1991-07-23,ca,5.06
Q3,1991-07-23,nh4_n,NA
Q3,1991-07-23,no3_n,158
Q3,1991-07-30,k,0.66
Q3,1991-07-30,mg,3.27
Q3,1991-07-30,ca,5
Q3,1991-07-30,nh4_n,NA
Q3,1991-07-30,no3_n,10
Q3,1991-08-06,k,0.77
Q3,1991-08-06,mg,4.01
Q3,1991-08-06,ca,4.1
Q3,1991-08-06,nh4_n,NA
Q3,1991-08-06,no3_n,314
Q3,1991-08-13,k,0.78
Q3,1991-08-13,mg,4.44
Q3,1991-08-13,ca,5.19
Q3,1991-08-13,nh4_n,NA
Q3,1991-08-13,no3_n,10
Q3,1991-08-20,k,NA
Q3,1991-08-20,mg,4.3
Q3,1991-08-20,ca,5.86
Q3,1991-08-20,nh4_n,NA
Q3,1991-08-20,no3_n,13
Q3,1991-08-27,k,0.97
Q3,1991-08-27,mg,3.38
Q3,1991-08-27,ca,5.05
Q3,1991-08-27,nh4_n,NA
Q3,1991-08-27,no3_n,26
Q3,1991-08-27,k,2.49
Q3,1991-08-27,mg,1.12
Q3,1991-08-27,ca,1.63
Q3,1991-08-27,nh4_n,NA
Q3,1991-08-27,no3_n,50
Q3,1991-09-03,k,0.92
Q3,1991-09-03,mg,3.38
Q3,1991-09-03,ca,4.65
Q3,1991-09-03,nh4_n,NA
Q3,1991-09-03,no3_n,232
Q3,1991-09-10,k,0.66
Q3,1991-09-10,mg,2.55
Q3,1991-09-10,ca,4.1
Q3,1991-09-10,nh4_n,NA
Q3,1991-09-10,no3_n,93
Q3,1991-09-17,k,0.85
Q3,1991-09-17,mg,3.1
Q3,1991-09-17,ca,4.76
Q3,1991-09-17,nh4_n,NA
Q3,1991-09-17,no3_n,165
Q3,1991-09-24,k,0.72
Q3,1991-09-24,mg,4.42
Q3,1991-09-24,ca,6.01
Q3,1991-09-24,nh4_n,NA
Q3,1991-09-24,no3_n,119
Q3,1991-10-01,k,0.92
Q3,1991-10-01,mg,2.95
Q3,1991-10-01,ca,4.51
Q3,1991-10-01,nh4_n,NA
Q3,1991-10-01,no3_n,97
Q3,1991-10-08,k,0.92
Q3,1991-10-08,mg,3.49
Q3,1991-10-08,ca,4.84
Q3,1991-10-08,nh4_n,NA
Q3,1991-10-08,no3_n,167
Q3,1991-10-15,k,1
Q3,1991-10-15,mg,3.8
Q3,1991-10-15,ca,5.34
Q3,1991-10-15,nh4_n,NA
Q3,1991-10-15,no3_n,186
Q3,1991-10-22,k,0.82
Q3,1991-10-22,mg,3.22
Q3,1991-10-22,ca,3.82
Q3,1991-10-22,nh4_n,NA
Q3,1991-10-22,no3_n,166
Q3,1991-10-29,k,0.42
Q3,1991-10-29,mg,4.88
Q3,1991-10-29,ca,5.71
Q3,1991-10-29,nh4_n,NA
Q3,1991-10-29,no3_n,61
Q3,1991-11-05,k,0.71
Q3,1991-11-05,mg,1.81
Q3,1991-11-05,ca,5.8
Q3,1991-11-05,nh4_n,NA
Q3,1991-11-05,no3_n,163
Q3,1991-11-07,k,1.05
Q3,1991-11-07,mg,1.55
Q3,1991-11-07,ca,2.08
Q3,1991-11-07,nh4_n,NA
Q3,1991-11-07,no3_n,96
Q3,1991-11-08,k,1.12
Q3,1991-11-08,mg,1.81
Q3,1991-11-08,ca,2.09
Q3,1991-11-08,nh4_n,NA
Q3,1991-11-08,no3_n,143
Q3,1991-11-12,k,1.25
Q3,1991-11-12,mg,3.23
Q3,1991-11-12,ca,3.99
Q3,1991-11-12,nh4_n,NA
Q3,1991-11-12,no3_n,271
Q3,1991-11-18,k,0.88
Q3,1991-11-18,mg,3.31
Q3,1991-11-18,ca,4.68
Q3,1991-11-18,nh4_n,NA
Q3,1991-11-18,no3_n,208
Q3,1991-11-22,k,0.89
Q3,1991-11-22,mg,1.64
Q3,1991-11-22,ca,1.96
Q3,1991-11-22,nh4_n,NA
Q3,1991-11-22,no3_n,98
Q3,1991-11-26,k,0.88
Q3,1991-11-26,mg,3.05
Q3,1991-11-26,ca,3.72
Q3,1991-11-26,nh4_n,NA
Q3,1991-11-26,no3_n,197
Q3,1991-12-03,k,0.94
Q3,1991-12-03,mg,2.83
Q3,1991-12-03,ca,3.43
Q3,1991-12-03,nh4_n,NA
Q3,1991-12-03,no3_n,25
Q3,1991-12-10,k,0.8
Q3,1991-12-10,mg,3
Q3,1991-12-10,ca,3.96
Q3,1991-12-10,nh4_n,NA
Q3,1991-12-10,no3_n,242
Q3,1991-12-17,k,0.9
Q3,1991-12-17,mg,3.13
Q3,1991-12-17,ca,3.66
Q3,1991-12-17,nh4_n,NA
Q3,1991-12-17,no3_n,264
Q3,1991-12-23,k,0.75
Q3,1991-12-23,mg,3.12
Q3,1991-12-23,ca,4.77
Q3,1991-12-23,nh4_n,NA
Q3,1991-12-23,no3_n,237
Q3,1991-12-30,k,1.11
Q3,1991-12-30,mg,3.35
Q3,1991-12-30,ca,7.58
Q3,1991-12-30,nh4_n,NA
Q3,1991-12-30,no3_n,254
Q3,1992-01-07,k,1.04
Q3,1992-01-07,mg,2.91
Q3,1992-01-07,ca,4.31
Q3,1992-01-07,nh4_n,NA
Q3,1992-01-07,no3_n,279
Q3,1992-01-14,k,0.92
Q3,1992-01-14,mg,3.1
Q3,1992-01-14,ca,4.52
Q3,1992-01-14,nh4_n,NA
Q3,1992-01-14,no3_n,235
Q3,1992-01-21,k,0.89
Q3,1992-01-21,mg,3.37
Q3,1992-01-21,ca,5.02
Q3,1992-01-21,nh4_n,NA
Q3,1992-01-21,no3_n,218
Q3,1992-01-28,k,0.9
Q3,1992-01-28,mg,3.43
Q3,1992-01-28,ca,5.4
Q3,1992-01-28,nh4_n,NA
Q3,1992-01-28,no3_n,219
Q3,1992-02-04,k,1
Q3,1992-02-04,mg,2.3
Q3,1992-02-04,ca,2.41
Q3,1992-02-04,nh4_n,NA
Q3,1992-02-04,no3_n,94
Q3,1992-02-06,k,1.31
Q3,1992-02-06,mg,2.17
Q3,1992-02-06,ca,3.36
Q3,1992-02-06,nh4_n,NA
Q3,1992-02-06,no3_n,156
Q3,1992-02-11,k,0.94
Q3,1992-02-11,mg,3.18
Q3,1992-02-11,ca,4.81
Q3,1992-02-11,nh4_n,NA
Q3,1992-02-11,no3_n,17
Q3,1992-02-18,k,1.19
Q3,1992-02-18,mg,4.36
Q3,1992-02-18,ca,6.59
Q3,1992-02-18,nh4_n,NA
Q3,1992-02-18,no3_n,144
Q3,1992-02-25,k,0.87
Q3,1992-02-25,mg,3.71
Q3,1992-02-25,ca,6.37
Q3,1992-02-25,nh4_n,NA
Q3,1992-02-25,no3_n,333
Q3,1992-03-03,k,0.89
Q3,1992-03-03,mg,3.85
Q3,1992-03-03,ca,6.62
Q3,1992-03-03,nh4_n,NA
Q3,1992-03-03,no3_n,196
Q3,1992-03-10,k,0.98
Q3,1992-03-10,mg,3.33
Q3,1992-03-10,ca,4.01
Q3,1992-03-10,nh4_n,NA
Q3,1992-03-10,no3_n,162
Q3,1992-03-17,k,1.7
Q3,1992-03-17,mg,3.87
Q3,1992-03-17,ca,7.11
Q3,1992-03-17,nh4_n,NA
Q3,1992-03-17,no3_n,183
Q3,1992-03-24,k,1.81
Q3,1992-03-24,mg,3.73
Q3,1992-03-24,ca,7.03
Q3,1992-03-24,nh4_n,NA
Q3,1992-03-24,no3_n,NA
Q3,1992-04-01,k,1.04
Q3,1992-04-01,mg,3.16
Q3,1992-04-01,ca,6.09
Q3,1992-04-01,nh4_n,NA
Q3,1992-04-01,no3_n,102
Q3,1992-04-07,k,1.31
Q3,1992-04-07,mg,3.13
Q3,1992-04-07,ca,6.27
Q3,1992-04-07,nh4_n,NA
Q3,1992-04-07,no3_n,10
Q3,1992-04-14,k,0.63
Q3,1992-04-14,mg,2.14
Q3,1992-04-14,ca,8.08
Q3,1992-04-14,nh4_n,NA
Q3,1992-04-14,no3_n,14
Q3,1992-04-21,k,0.85
Q3,1992-04-21,mg,3.24
Q3,1992-04-21,ca,4.31
Q3,1992-04-21,nh4_n,NA
Q3,1992-04-21,no3_n,19
Q3,1992-04-28,k,0.96
Q3,1992-04-28,mg,3.36
Q3,1992-04-28,ca,5.81
Q3,1992-04-28,nh4_n,NA
Q3,1992-04-28,no3_n,28
Q3,1992-05-05,k,1.41
Q3,1992-05-05,mg,3.1
Q3,1992-05-05,ca,4.29
Q3,1992-05-05,nh4_n,NA
Q3,1992-05-05,no3_n,168
Q3,1992-05-12,k,0.89
Q3,1992-05-12,mg,3.6
Q3,1992-05-12,ca,5.04
Q3,1992-05-12,nh4_n,NA
Q3,1992-05-12,no3_n,168
Q3,1992-05-19,k,0.8
Q3,1992-05-19,mg,3.84
Q3,1992-05-19,ca,5.54
Q3,1992-05-19,nh4_n,NA
Q3,1992-05-19,no3_n,131
Q3,1992-05-26,k,0.79
Q3,1992-05-26,mg,2.23
Q3,1992-05-26,ca,3.25
Q3,1992-05-26,nh4_n,NA
Q3,1992-05-26,no3_n,NA
Q3,1992-06-02,k,1.09
Q3,1992-06-02,mg,1.28
Q3,1992-06-02,ca,2.16
Q3,1992-06-02,nh4_n,NA
Q3,1992-06-02,no3_n,53
Q3,1992-06-09,k,0.88
Q3,1992-06-09,mg,3.25
Q3,1992-06-09,ca,4.86
Q3,1992-06-09,nh4_n,NA
Q3,1992-06-09,no3_n,10
Q3,1992-06-16,k,0.77
Q3,1992-06-16,mg,1.75
Q3,1992-06-16,ca,2.5
Q3,1992-06-16,nh4_n,NA
Q3,1992-06-16,no3_n,333
Q3,1992-06-23,k,0.83
Q3,1992-06-23,mg,2.16
Q3,1992-06-23,ca,3.04
Q3,1992-06-23,nh4_n,NA
Q3,1992-06-23,no3_n,29
Q3,1992-06-30,k,0.96
Q3,1992-06-30,mg,3.5
Q3,1992-06-30,ca,5.14
Q3,1992-06-30,nh4_n,NA
Q3,1992-06-30,no3_n,32
Q3,1992-07-07,k,1
Q3,1992-07-07,mg,3.48
Q3,1992-07-07,ca,5.44
Q3,1992-07-07,nh4_n,NA
Q3,1992-07-07,no3_n,29
Q3,1992-07-14,k,0.82
Q3,1992-07-14,mg,3.26
Q3,1992-07-14,ca,4.52
Q3,1992-07-14,nh4_n,NA
Q3,1992-07-14,no3_n,43
Q3,1992-07-21,k,0.99
Q3,1992-07-21,mg,3.5
Q3,1992-07-21,ca,4.97
Q3,1992-07-21,nh4_n,NA
Q3,1992-07-21,no3_n,48
Q3,1992-07-28,k,0.83
Q3,1992-07-28,mg,3.34
Q3,1992-07-28,ca,4.97
Q3,1992-07-28,nh4_n,NA
Q3,1992-07-28,no3_n,90
Q3,1992-08-04,k,1.06
Q3,1992-08-04,mg,3.42
Q3,1992-08-04,ca,4.92
Q3,1992-08-04,nh4_n,NA
Q3,1992-08-04,no3_n,26
Q3,1992-08-11,k,0.85
Q3,1992-08-11,mg,1.9
Q3,1992-08-11,ca,2.87
Q3,1992-08-11,nh4_n,NA
Q3,1992-08-11,no3_n,26
Q3,1992-08-18,k,0.83
Q3,1992-08-18,mg,3.54
Q3,1992-08-18,ca,5.15
Q3,1992-08-18,nh4_n,NA
Q3,1992-08-18,no3_n,99
Q3,1992-08-25,k,2.93
Q3,1992-08-25,mg,3.43
Q3,1992-08-25,ca,4.16
Q3,1992-08-25,nh4_n,NA
Q3,1992-08-25,no3_n,11
Q3,1992-09-01,k,0.76
Q3,1992-09-01,mg,0.61
Q3,1992-09-01,ca,2.46
Q3,1992-09-01,nh4_n,NA
Q3,1992-09-01,no3_n,10
Q3,1992-09-08,k,1.1
Q3,1992-09-08,mg,3.83
Q3,1992-09-08,ca,5.73
Q3,1992-09-08,nh4_n,NA
Q3,1992-09-08,no3_n,10
Q3,1992-09-15,k,0.84
Q3,1992-09-15,mg,3.62
Q3,1992-09-15,ca,5.67
Q3,1992-09-15,nh4_n,NA
Q3,1992-09-15,no3_n,38
Q3,1992-09-22,k,0.84
Q3,1992-09-22,mg,2.92
Q3,1992-09-22,ca,4.07
Q3,1992-09-22,nh4_n,NA
Q3,1992-09-22,no3_n,122
Q3,1992-09-29,k,0.9
Q3,1992-09-29,mg,3
Q3,1992-09-29,ca,4.32
Q3,1992-09-29,nh4_n,NA
Q3,1992-09-29,no3_n,105
Q3,1992-10-06,k,0.81
Q3,1992-10-06,mg,3.39
Q3,1992-10-06,ca,4.39
Q3,1992-10-06,nh4_n,NA
Q3,1992-10-06,no3_n,142
Q3,1992-10-13,k,1.09
Q3,1992-10-13,mg,4.48
Q3,1992-10-13,ca,6.66
Q3,1992-10-13,nh4_n,NA
Q3,1992-10-13,no3_n,46
Q3,1992-10-20,k,0.84
Q3,1992-10-20,mg,3.63
Q3,1992-10-20,ca,5
Q3,1992-10-20,nh4_n,NA
Q3,1992-10-20,no3_n,7
Q3,1992-10-27,k,0.86
Q3,1992-10-27,mg,3.48
Q3,1992-10-27,ca,5.22
Q3,1992-10-27,nh4_n,NA
Q3,1992-10-27,no3_n,27
